id,sentence
104,và để đá ko giữ dc lâu.nói chung dùng vẫn ok.dù giao hàng chậm
104,có chút nhược điểm vẫn cho shop 5*
105,1.
105,"Buồn Tiki (2 sao là do điều này)
Mặc dù đã nhận lời giải thích từ Tiki"
105,vẫn cảm thấy không vui.
105,Tiki cần rỏ ràng hơn trong các mã khuyến mãi để tránh làm tuột cảm hứng
105,niềm vui nhỏ khi mua sắm.
105,2.
105,"Hài lòng về ly
Ly đẹp."
105,Màu xinh.
105,Nắp cải tiến hơn đời trước.
105,Để mở nắp thì cần gạc qua vị trí unlock rồi bấm.
105,Bên trong nắp có thêm ron cao su so với đời trước.
105,Thân ly nhám dễ nắm
105,nhám làm màu hồng thêm đẹp
105,không bị quê.
106,Mình thích xài mấy loại tumbler của L&L lắm nhé
106,rất tiện dụng.
106,Đã mua tận 6 cái
106,4 model cũ
106,nay thấy loại mới ra này nên mua luôn 2 cái.
106,- Ngoại hình loại mới đẹp
106,nước sơn nhám
106,cầm bám tay hơn kiểu cũ.
106,- Bề ngang bằng
106,chiều cao hơn loại cũ 1 tí xíu.
106,- Ăn đứt loại cũ là cái nắp
106,có vẻ chuyên nghiệp hơn vì có khoá
106,bấm nút tự bung nắp.
106,Tuy nhiên nhìn lò xo gắn 2 bên không yên tâm lắm vì làm bằng sắt
106,sợ xài lâu ngày dễ bị rỉ sắt.
106,Mà lỡ nó rỉ thì hơi bị buồn thì cái nắp sẽ chả còn tự bung nữa.
106,Haha.
106,- Màu xanh siêu ngầu
106,màu hồng siêu dễ thương.
106,- À
106,mình chưa *** nước có bị tràn không nên sẽ feedback sau nhé ?
107,Bình của mình bị vỡ nắp dù mình có khóa
107,khi có sự cố thì nắp bị bung ra
107,vỡ... Bạn nào hậu đậu thì lưu ý điểm này nhé!
108,Sản phẩm đẹp thể tích thực thì chỉ có 316 mL thôi
108,xài rất tốt
110,Chuyên nghiệp
110,nhanh
111,Có hiện tượng trào nhiệt
111,bình không giữ được nhiệt lâu
112,màu rất là xinh xẻo luôn
112,chất liệu dày dặn nên cầm khá nặng tay
112,nắp bình có mở 1 chạm nên rất tiện lợi với nắp bình cũng rất chắc chắn nên nước k bị rò ra ngoài
112,giữ nhiệt nóng lạnh ổn.
112,túm lại là bình rất okiela luôn nheee
113,Đã mua rất nhìu lần cho gia đình xài
113,bình tốt giữ lạnh lâu
113,k bị hôi như mấy bình dỏm
113,màu sắc ih hình .
114,Bình bị hở
114,bỏ cốp xe chảy ướt hết đồ
114,phải vứt đi luôn
116,Giao hàng cực kỳ nhanh
116,đặt Tiki now 2h sau nhận hàng.
116,Có điều nút mở nắp hoạt động chưa được tốt lắm
116,nhiều lúc không tự động trở về khi đóng nắp
116,nhiều khi bật không mở nắp đc.
116,Tuy nhiên sản phẩm vãn rất đẹp mình rất hài lòng
119,giữ nhiệt tốt
121,Màu sắc rất đẹp
121,thành ly dày hơn version cũ.
121,Cho nước vào tét
121,không bị rỉ nước.
121,Tuy nhiên điểm trừ là nắp không khép kín ngay vị trí tôi khoanh tròn trong hình làm giảm chất lượng ngoại hình
123,sản phẩm chính hãng xịn
123,cầm chắc tay
123,nút bật mở 1 tay rất tiện
123,có đế chống trượt
123,màu đen nhám sang trọng
124,Mình đã mua cái thứ 3
124,để tặng rồi
124,vì chất lượng quá tốt.
124,Để đá đc hơn một ngày luôn.
124,Bề mặt sơn nhám đẹp lắm.
127,nắp đậy không có khít .nước bị chảy ra.muốn đổi cái khác.rất thất vọng.sp không đúng như mô tả.lừa đảo
128,Bình đẹp
128,cầm rất chắc tay luôn
128,còn chất lượng của L&L thì khỏi bàn rồi.
128,Ngoài ra TIKI giao hàng rất nhanh
128,mình ord hôm trước là hôm sau đã có.
130,Mua bình 550 ML.
130,nhưng giao bình 316 L
131,Sài rất ok.
131,Rất hài lòng cho sản phầm
133,Chất lượng tuyệt vời.
133,"Giữ nhiệt tốt
Ly đẹp
Cầm chắc tay vỏ ly nhám nhẹ
Nút bấm đơn giản
Đặt vừa oto rất tiện cho tài xế uống nước."
135,Rất không hài lòng lòng.
135,Bình không giữ nhiệt
135,bên trong đấy bình lâm chấm vệt màu sẩm.
136,Giao hàng nhanh sản phẩm chất lượng cho 5 sao.
136,Rất ưng ý đây là lần đầu mua hàng phải viết review
137,Bình đẹp
137,cầm chắc chắn
137,Tiki đóng gói rất yên tâm
137,ko sợ móp méo bình.
137,Thời gian giao hàng lại còn rất nhanh.
137,Mún đánh giá hơn 5 sao ghê :))))
138,Hàng đẹp
138,chất lượng
138,mua giảm giá
138,freeship đc 211k thì mình thấy ổn so với giá.
141,mua lại lần thứ 2 để làm quà tặng
141,hơi đọng nước ở thành bình nếu bỏ đá
141,cầm chắc tay
141,giữ nhiệt lâu.
141,Đáng mua nha!
142,Hàng đẹp
142,còn thời gian giữ lạnh để mình sử dụng mới biết dc
143,Giữ nhiệt lâu
143,tốt.
145,Giao hàng cực nhanh nên cho 5 sao ạ.
145,Chất lượng dùng sẽ feedback sau
146,Bì trày màu
149,Giao hàng nhanh
149,đóng gói cẩn thận
149,10đ ạ
150,Bình đẹp giữ nhiệt đc lâu
151,Trước mua cái màu đen k có nút bấm
151,cái xanh navy này nhám cầm k sợ trơn tuột
151,rất thích ạ.
152,Bình này chất liệu 316L
152,không phải 304
152,không biết có an toàn không?
152,đây là lock lock của trung chứ k phải sản xuất ở VN.
152,Màu trắng cũng khôgn bẩn lắm
152,các bạn lau thường xuyên là được
152,nói chung nhìn đẹp con mắt.
152,Mua loại này dễ vệ sinh.
153,Ly cách nhiệt tốt
153,nhất là đừng đồ uống có đá
153,vừa xinh!
153,Mùa đông mình đựng nước ấm uống rất tiện
153,cứ định mực ở văn phòng là ngày 03 ly là ổn!
157,ok
158,Hàng đẹp.
158,Chưa dùng thử nên chưa biết giữ nhiệt được bao lâu?
159,Mình mới mua bình này
159,về đựng
159,bình bị lỗi.
159,Đựng đá 1h sau tan hết
159,"bên ngoài bình chảy nước (đổ mồ hôi bình) 
Có thể đổi lại mình bình khác hay không vậy shop
Tuyết Mai ***"
160,Tiki giao hàng đóng gói kiểu này để móp sản phẩm của khách
160,coi muốn nổi ôn không.
160,Không có lấy một túi chống sốc dù là mỏng nhất?
163,Tốt
164,Đẹp.
164,Chắc chắn.
164,Giao hàng nhanh.
164,Cầm chắc tay thích lắm.
164,Chưa dùng thử
165,Giao hàng nhanh.
165,Đóng gói hàng đầy đủ theo đơn.
165,Các sản phẩm đều chất lượng.
166,Giao hàng nhanh.
166,Đóng gói hàng đầy đủ theo đơn.
166,Các sản phẩm đều chất lượng.
167,Giao hàng nhanh.
167,Đóng gói hàng đầy đủ theo đơn.
167,Các sản phẩm đều chất lượng.
169,Xài đc vài tháng
169,đã k thể giữ đc nhiệt
170,mình đặt 1 trắng 1 đen
170,tiki giao cho mình lại là 2 trắng.
170,tiki lại không có phần đổi trả.
170,mong tiki giải quyết giúp mình
170,mình cần đổi đúng màu mình chọn
172,Yêu lắm
172,màu trắng xịn xò đẹp lắm các chế.
172,Giữ nhiệt lâu.
172,để cafe từ sáng đến 4-5h vẫn hơi ấm.
172,"Nước lạnh thì vẫn hơi man mát
Nói chung là ưng"
172,lại chất lượng :)) Có khoá nắp nên k sợ ấn phát nó tuột đâu nhé :))
174,Vừa nhận được hàng hí hửng khui hộp.
174,Sau đó mở lắp
174,... BÙM.
174,Gẫy luôn từ lần đầu tiên.
174,Không đến lần thứ 2...
175,Giao hàng nhanh
177,màu sơn đẹp
177,có vẻ sẽ nhanh tróc
177,cơ chế nhấn để bung nắp bằng lò xo không được chắc chắn lắm
177,cần thời gian để kiểm chứng độ bền
177,phần bình nước thì rất tốt
178,mẫu mã đẹp
178,chắc chắn đúng như mô tả
178,nắp khóa bình mới dùng vài ngày đã mất tác dụng khi đóng khóa
178,vẫn bất nắp như không có khóa.
179,Ly đẹp
180,Ok
181,giữ nhiệt lâu
181,rất tốt
182,Giao hàng cực nhanh
182,chuẩn auth
183,Bình đẹp xs luôn.
183,Tiki giao hàng siêu đỉnh
183,nhanh như chớp.⭐️⭐️⭐️⭐️⭐️
184,bình siêu xinh.
184,giữ nhiệt tốt.Cầm tay chắc chắn nữa.
184,Mình hay uống trà sữa nên size bình này là siêu hợp với size L của các hãng trà sữa.Giữ nhiệt tốt.
184,Đá để cả ngày mới tan hết khoảng 50-60%
185,đẹp như hình
185,dùng rất thích
185,ly nhận được dung tích thực chỉ có 316ml thay vì 510ml như hộp ghi (vẫn ok)
185,đóng gói kỹ
185,shipper nhiệt tình vui vẻ
185,thanks all
186,đẹp như hình
186,dùng rất thích
186,ly nhận được dung tích thực chỉ có 316ml thay vì 510ml như hộp ghi (vẫn ok)
186,đóng gói kỹ
186,shipper nhiệt tình vui vẻ
186,thanks all
189,Giao hàng nhanh
189,không nhận được quà tặng của chương trình khuyễn mãi
189,vui lòng kiểm tra lại giúp mình
190,Sản phẩm đẹp chắc chắn mỗi tội không có hướng dẫn để mở nắp làm mình hơi loay hoay vì gạt mãi không được.
190,Cuối cùng phát hiện ra là ấn vào chứ không chỉ gạt.
191,Giữ nhiệt tốt.
191,!
191,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
191,!&@&@&&@&&&&&&&
192,Để đá từ sáng tới chiều không tan luôn.
192,Đúng là hàng chất lượng cao.
193,Đã nhận được hàng.chất lượng màu sắc siêu ưng.ship nhanh.bọc hàng cẩn thận.sẽ ủng hộ tiếp ạ
194,Tiki giao hàng uy tín quá
194,"đúng ngày 
sản phẩm chất lượng
sẽ ủng hộ lần sau"
195,Bình nước lỗi
195,khoá lại vẫn chảy nước
195,yêu cầu đổi trả hoàn tiền bị trừ 5% phí
195,đặt lại thì tăng giá gấp đôi.
195,Xử lý hàng đổi trả quá tệ
195,tiki bịp ko nên mua!
196,locknlock khỏi phải chê.
198,Hàng giao nhanh
198,sản phẩm đúng như mô tả.
200,Cân nhắc trước khi mua
200,chất lượng hoàn thiện ko giống hình ảnh mô tả.
200,Còn nhiều ba dớ nhựa
200,nắp đậy nhựa đục thay vì nhưa trong.
201,Bình khá đẹp
201,chắc chắn.
201,Dạo này tiki hay giao hàng
201,hộp bị móp méo
201,hên là có lớp chống shock nên bình bên trong ko bị gì.
202,Mình cực kì thích cái bình này luôn
202,giữ lạnh hay giữ ấm đều siu đỉnh
202,nó như một cái phích thu nhỏ vậy á
202,thể tích phù hợp để mang đi học đi làm.
202,Có 2 cái nắp cũng tiện nữa
202,mình thích cái nắp trong suốt hơn vì mình có thể thấy lượng nước bên trong.
202,Hoàn hảo
202,có điều là phải giữ cẩn thận nhé
202,làm rơi bình thì rất có thể bị trầu á
203,Bình nước đẹp
203,giữ nhiệt (nước đá) tốt
203,không bị đổ mồ hôi.
203,Có 2 nắp để sử dụng linh hoạt.
203,Bạn mình hỏi sao mua 2 cái bình cùng màu vậy :)))) Giao hàng nhanh
203,đóng gói kỹ.
204,Lòng bình giữ nhiệt sử dụng bị ra teng đốm ố mặc dù đã rửa rất kỹ
204,ko ra
204,đợt trước mình cũng có mua 1 ly giữ nhiệt của hãng này
204,ko có bị hiện tượng inox bị ra teng như vậy mặc dù là đã dùng dc 3 năm rồi
205,Vừa tay
205,đẹp
205,giữ nhiệt tốt.
205,GIAO HÀNG CỰC NHANH
206,Đẹp
206,vừa tay
206,giao hàng cực nhanh
207,Hàng đẹp
207,giao hàng nhanh
207,đóng gói kỹ.
207,Viết cho nhiều để tích điểm chứ hàng thì cực ưng ý
207,màu sắc
207,kiểu dáng như hình
207,giữ nhiệt tốt
207,bỏ đá lạnh từ sáng đến sáng mai còn lạnh
210,Tuyệt vời
211,èee bị gãy hong xài đc luôn
211,dán keo mãi cũng hong dùng đc luôn
211,hong biết cách nào để bảo hành nữa
212,Bình tốt có 2 nắp
212,giữ nhiệt rất tốt.
212,Mình mua để lấy một nắp dùng cho bình cũ nắp bị hỏng.
213,Sản phẩm đẹp
213,đúng chất lượng đã mua nhiều bình giữ nhiệt của shop rất hài lòng về sản phẩm của shop sẽ ủng hộ shop nữa
215,Giữ nhiệt lâu.
215,Cầm chắc tay.
215,Giữ đá cả ngày.
215,Màu đẹp.
215,Mình rất hài lòng.
216,Dùng nắp nay thi dễ uống
216,đá hết chi uống dc tới chiều là hết
219,Thời gian giữ nhiệt lâu lắm luôn ạ.
219,Mình bỏ đá từ tối đến sáng vẫn còn ít.
219,Để thời gian giao hàng trong ngày
219,qua ngày sau mới nhận.
220,Bình rất đẹp
220,cầm rất chắc tay.
220,Tiki giao hàng nhanh
220,đóng gói cẩn thận.
220,Sẽ ủng hộ dài dài ❤😆
221,"Thời gian giữ nhiệt lâu ( đối với nắp cùng màu với bình )
Thời gian giữ nhiệt trung bình ( đối với nắp trong )
Màu sắc đẹp 
Dễ lau chùi"
221,tiện dụng
222,Chán.
222,Đổi hàng cuối cùng nhận lại 1 cái tương tự cái cũ( không biết có phải cái cũ không)
222,lại thấy thêm lỗi.
222,Thực sự không hiểu tiki trading có kiểm hàng trước khi giao ko nữa.
223,Bình đẹp
223,tốt
223,Đóng gói cẩn thận
224,giữ nhiệt tốt màu xinh
224,bền
224,chắc chắn
224,thuận tiện sử dụng bảo vệ môi trường.
224,giao hàng nhanh đóng gói chắc chắn
230,Giữa nhiệt lâu
230,không đọng nước ngoài bình
230,dùng vp tốt
232,ngoại hình ưa nhìn đẹp
232,chưa sử dụng hy vọng chất lượng tốt
232,hàng giao rất nhanh
235,Sản phẩm tốt.
235,Đẹp .
235,Có dịch vụ giao trong 2h nên thích là đặt giao ngay.
235,Đóng gói kỹ.
236,Giữ nhiệt trung bình
236,có 2 nắp tiện lợi
238,Shop ko để chế độ chat.
238,Ý định đặt số lượng 2 bình 2  màu khác nhau
238,giao cùng màu luôn.
238,Rõ chán🥺
241,tốt
242,Xài thích nha
242,không uổng tiền
243,Nhận được ly ưng ghê.
243,màu xinh xỉu.
243,shop đóng gói kỹ càng nha.
243,nắp thứ 2 được đóng hộp kỹ càng.
243,rất thích luôn.
243,5*+++
244,Bình đẹp.
244,Gói hàg đẹp.
244,Mua bên locknlock nhìu lần rồi rất ưng ý
245,Bình giữ nhiệt lâu
245,2 nắp thay đổi tiện lợi
245,kín đáo.
245,Chất liệu tốt
245,bền.
245,Màu sắc
245,thiết kế đẹp.
246,Ly đẹp.
246,Chưa xài nên chưa biết thế nào
250,Gia hàng nhanh.
250,Hơi bất ngờ là nấp hoàn bằng nhựa.
250,để xem giữ nhiệt lâu k
252,Bình đẹp
252,đóng gói kỹ
252,không trầy móp
253,Bình đẹp giữ nhiệt tốt
253,ai mua để mang đi
253,di chuyển thì ko tốt bằng mua loại có nắp cách nhiệt
253,loại này chỉ dùng văn phòng tại chỗ
254,Hàng chat luong ok.
254,Đóng gói cẩn thận.
254,Giao hàng nhanh.
256,Đẹp
256,giữ nhiệt lâu.
257,Xài rất ổn
257,có thể thay đổi nắp.
259,Ly có 2 nắp
259,trong đó nắp nhựa trong khi cho ly nghiêng bị đổ nước
259,còn nắp silicon ok
261,giữ nhiệt tốt
261,chất lượng ok
264,Giữ nhiệt
264,chất liệu tốt.
264,Tiện dụng.
266,Màu sắc đẹp xỉu
266,sáng.
266,Bình thì tiện lợi có cả 2 nắp để thay thế quá hợp với mình luôn
267,Mê màu xanh mint hơn
267,hết hàng lấy tạm màu này.
267,Chất lượng chất
267,rất ưng!
270,Phần miệng ly như bị đen
270,như tróc lóp bóng
270,chùi bằng khăn giấy cứ ra đen đen
271,Dùng quá ok luôn
271,hàng của LocknLock ngon
271,giữ đá được rất lâu
271,pha cafe mang đi quá ok
275,Nhận hàng trong ngày
275,Sản phẩm đẹp
275,không cấn móp
275,hơi tiếc vì không có ống hút đi kèm
276,Giao hàng nhanh gọn lẹ
276,sản phẩm được bọc kín kĩ càng.
278,Giao thiếu 1 nắp.
278,Không thấy nút Hoàn trả hàng.
278,Tiki liên hệ lại dùm để đổi trả
279,Giữ nhiệt tốt...540ml nên nhỏ gọn...nên mua
281,Bình Sài ok lắm
282,Hàng xịn
283,sản phẩm giữ nhiệt tốn
283,màu đẹp
287,Bình màu xinh lắm ạ
287,mua ở Tiki có nhiều chương trình khuyến mãi nên giá rất tốt.
288,Sản phẩm giao lần 1 bị lỗi sau khi liên hệ đổi trả thì lần 2 dùng oke
289,Sản phẩm đẹp
289,cứng tay chất lượng
293,Bình đẹp
293,nhìn sang trọng
293,giữ nhiệt siêu tốt
293,hy vọng xài bền
294,Thời gian giữ nhiệt khá ổn
298,Chắc hàng tàu điểu
298,nhìn thôi
298,hãm.
299,Good!
305,bình xinh xỉu
305,giao thần tốc
305,đóng gói cẩn thận
305,mừi đỉm
308,Giữ nhiệt tốt
308,giao hàng nhanh
310,Giao nhanh trong ngày.
310,Hàng chính hãng chất lượng.
310,Ly rất đẹp
311,"Giữ nhiệt tốt hàng đẹp
Mình dùng để đựng nước nóng vậy trong hai nắp thì nên dùng loại nào"
315,Màu đẹp
315,giao nhanh
315,có nắp thay thế
315,tiện dụng
316,dù chất lượng tốt
316,đơn hàng thứ 2 giao sai màu cũng không phản gọi xác nhận sai sản phẩm
317,Chưa sử dụng
317,màu rất đẹp rất ưng màu.
322,Giữ lạnh được hơn 12g !
322,Tiện
322,đẹp
322,có thêm bao vải để bảo vệ thì tuyệt
323,Với nắp nhựa trong
323,rót nước ra bị rớt ra ngoài.
328,Dạ nhận được hàng
329,hàng của Lock lock thì không còn gì phải bàn 🧡🧡 cảm ơn Tiki - locklock
333,Màu xanh ngọc nhạt rất đẹp lạ
333,tinh tế
334,Mìng giữ nhiệt lạnh tốt
334,nắp k quá ổn
334,để lạnh sẽ có nước đọng ngoài.
337,Thời gian giữ nhiệt lâu
337,màu sắc đẹp
338,Màu đẹp nha.
338,Mẹ mình rất thích dùng ly Lock&Lock
342,Bình siêu tuyệt vời cầm chắc tay hàng chính hãng giữ nhiệt lâu💗
350,Đóng gói đẹp giao hàng nhanh👍👍👍👍
354,Mọi thứ đều OK nên mua nhé
357,đẹp chất lượng nha
363,Nói chung là toots
364,Giá tốt.
364,Hàng ổn
369,Đẹp
369,giữ nhiệt được lâu
376,Bình đẹp
376,tiện lợi
377,Thời gian giữ nhiệt lâu
377,nắp thay thế tiện lợi
382,Tốt
386,giao hàng nhanh
386,đóng gói cẩn thận
386,chất lượng khỏi cần bàn
392,Dạ nhận được hàng
400,Mình thấy nồi dùng khá ok nhé
400,cho nước đầy vào đun thì tầm 10p là sôi.
400,Tuy nhiên là phần nồi với đáy nồi không tách rời được nên lúc rửa phải cẩn thận không nước rớt vào chỗ dây diện.
401,Đẹp
401,hiện đại
401,dễ xài.
401,Nấu sôi nước rất nhanh
401,nếu có thực phẩm thì phải để sôi lâu chút vì chỉ có thể chín bên ngoài chưa chín bên trong.
402,Có nhiều yếu tố để dành lời khen tặng cho sản phẩm này.
402,Duy nhất một nhược điểm là khi rửa nên cẩn thận phần đáy có thể vào nước!
403,good
404,Tiki quá ok.
405,Lớp chống dính quá đỉnh!
406,Núm trên nắp vung nồi mới dùng lần đầu tiên đã bị gãy rời ra.
407,Hàng giao nhanh hàng đẹp thích
409,Màu
409,chất liệu đẹp
409,sang
409,nấu thử nước sôi thì thấy rất nhanh
409,hi vọng dùng bền
412,nồi đẹp
412,xịn .
412,giao hàng nhanh
412,nhân viên thân thiện
417,Giao hàng nhanh
420,Rất tốt cảm ơn nha
434,Ok
436,Hài lòng về sản phẩm
439,Nhân viên tên Hoàng Cảnh Tinh.
439,Làm ở SGN4 shipper chạy tuyến Bình Trị Đông A
439,nên tăng lương cho bạn này
439,làm việc rất chuyên nghiệp
439,uy tín
439,nhà mình ở Bình Chánh
439,đặt nhầm ở Bình Tân
439,bạn vẫn hỗ trợ giao rất tuyệt
439,hun bạn cái🤣🤣🤣
440,hộp bọc cẩn thận
440,đang ghi địa chỉ đến là một người khác; không biết có phải hàng đổi không?
440,Nên tạm thời tôi chưa đánh giá
440,sử dụng thử xong sẽ đánh giá
441,Tôi hài lòng với sản phẩm mình chọn mua.
441,Sp được giao đúng giờ hẹn.
441,Nồi nhìn sang
441,mỏng
441,nhẹ như giá tiền.
441,Tôi chưa dùng nên chưa biết chất lượng thế nào.
441,Hy vọng là bền tí cho đỡ chi tiêu mua sắm mới.
442,Nồi đẹp
442,mình mua được giá sale là 939k.
442,Mua hôm trước
442,hôm sau nhận được rồi.
442,Tiki lần này cho giá quá tốt
442,giao hàng nhanh chóng.
442,Về phần nồi: nắp
442,lòng nồi không dày không mỏng
442,đương nhiên không thể so với nồi lẩu tiger rồi
442,vẫn ổn trong tầm giá.
442,Lần đầu nấu thì mùi nhựa nhiều lắm.
443,Sản phẩm đẹp
443,chưa dùng nên chưa biết sao.
443,Giao hàng nhanh
443,đóng gói cẩn thận.
443,Nhưng mua thấy được tặng kèm bộ dao
443,ko thấy có kèm quà tặng.
443,Nên chỉ cho 3*.
443,Sẽ thay đổi * khi đc phản hồi
444,Mới mua chưa sử dụng chưa biết
444,mà shop giao hàng rất nhanh luôn
444,mình thích giao nhanh như vậy lắm
444,nhanh gọn
445,Minh rat hai long
447,đẹp
447,dễ lau chùi vệ sinh
447,tốc độ sôi nhanh
448,Dear user
448,Please find the Daily Stock Report of HCM as the attachment.
448,Regards
449,đẫ nhận dc hàng
449,đúng như quảng cáo
449,đẹp
449,chưa sử dụng nên chưa biết ntn ?
451,Sản phâ.r sử dụng ok
452,Hàng hóa mới cứng.
452,Lớp chống dính của 2 cái nồi ổn.
452,Đổ nước nấu thử thì hơi chậm
452,nóng lâu.
452,Tóm lại ổn trong tầm giá.
453,Giao hàng siêu nhanh
453,đặt tối hôm trước sáng hôm sau đã giao tới.
453,Nồi khá lớn so với mình nghĩ
453,mẫu đẹp như hình.
453,Chưa xài nên chưa biết chất lượng thế nào
454,Mẫu mã đẹp.
454,Mình chưa dùng nên chưa bít chất lượng ntn.
454,Mình chưa nhận được quà tặng kèm (hộp nhựa)
454,shop check lại giúp mình nhé
455,Đã sử dụng
455,ổn
456,Giao hàng nhanh
456,mẫu mã đẹp.
457,Nồi đẹp
457,giống mẫu đã đặt
457,lớp chống dính rất ok.
458,Có nhiều mức nhiệt độ
458,nồi nóng nhanh
458,lớp chống dính tốt.
458,Mẫu mã đẹp.
458,Màu trắng nhìn vô cùng sang trọng
459,Nhìn ok vừa ý
459,phù hợp với căn nhà nhỏ
459,chưa sd nên chưa bik chất lượng ntn
459,ko nhận được quà tặng kèm
462,Nồi toả nhiệt rất tốt
462,mẫu mã đẹp đã ***
462,thấy rất hài lòng
464,Tiện lợi
466,Cái nồi k khớp như này à shop ơi?
469,Nồi đẹp xinh lắm nha
469,nấu cũng ok.
469,Dể trên bếp sài luôn
469,hi vọng sài lâu dài
469,Cảm ơn Tiki cho cái giá quá tốt ☺️
470,Hàng chất lương tốt giá hợp lý
470,giao hàng nhanh
472,Mình đã nhận được.
472,Nồi đẹp đóng gói cẩn thận .Giao hàng nhanh.
473,Giao nhanh hàng còn nguyên vẹn sản phẩm tốt
474,Chưa dùng
474,nhìn sản phẩm rất sắc nét
474,sang xịn trong tầm giá 1tr!
475,Sốp ơi nồi đẹp lắm
475,tớ nhỡ đánh vỡ cái vung giờ có cách nào mua đc nguyên vung ko a
477,Tốt
478,Rất tốt.
478,Giao hàng nhanh.đóng gói cẩn thận
479,Nhận hàng mới đẹp
482,"Hàng chuẩn ok
Dùng ảnh thay thế hihi"
483,Rất hài lòng
483,vừa nhận mở ra ưng quá trời tiki giao hàng nhanh thật đó giao tế liếp thân thiện
485,Nồi dùng rất tốt
485,vệ sinh nhanh.
485,Phù gợp với gia đình ít người.
486,Dễ dàng vệ sinh
486,tốc độ tăng nhanh
486,dễ sử dụng!
488,Nồi chắc chắn
488,mẫu mã đẹp
488,dễ sử dụng
488,tiện lợi
488,dung tích hợp lí!
488,Nóng nhanh!
488,Rất tốt!
490,Hàng chất lượng
490,chương trình khuyến mãi có tặng kèm máy vắt cam thực tế ko có.
490,Nên hơi khó chịu
491,Mau đẹp
491,hang động goi rat ky
492,Khay lẩu đặt vào cứ lỏng lẻo không khớp
492,ko chặt.
492,Đề nghị hãng trả lời câu hỏi này ạ
493,Dễ sử dụng
493,tiện lợi
493,giá cả hợp lý
495,Ko thấy quà tặng!
496,Rất tiện dụng.
496,Siêng ăn lẩu hơn.
496,Khó
496,xào
496,nấu ăn đều được.
497,Tuyệt vời
498,Giao hàng nhanh
498,nồi sử dụng tốt
498,còn độ bền thì phải dùng thêm 1 thời gian mới đánh giá đc
500,Giao hàng siêu nhanh
500,chống dính tốt
500,tiện lợi
504,Nồi đẹp
504,sôi nhanh.
505,hàng xài ok.
505,nút đèn hiển thị hơi tối khó quan sát
506,rất ok nhanh
506,đủ độ nóng khi su dụng
507,hàng ổn nhamoij người mùi nhựa xíu muađuocwj giảm giá vui vui
512,Hàng đúng mẫu
512,giao nhanh
512,nút điều chỉnh nhiệt độ chập chờn
513,Chưa sử dụng nên không biết chất lượng thế nào
513,hàng nhận được đúng như hình ảnh
515,Hình ảnh mang tính chất nhận xu
516,nồi đẹp
516,chât lượng
516,rât hai long
517,Mẫu mã đẹp
517,dễ sử dụng
517,tiện nghi
517,an toàn.
519,chuẩn hàng của hãng.
519,chất luong tốt giá cả rẻ.
519,sẽ ủng họ tiếp
522,Dễ dàng vệ sinh
522,sôi nhanh
527,sản phẩm ok
527,chưa dùng nên k biết chất lượng sao
530,Nồi chất lượng tốt.
530,Dễ sử dụng
531,Đóng gói cẩn thận
531,giao hàng rất nhanh
532,Tốt
534,Mau
534,đẹp.
534,Nóng nhanh.
534,Chưa dùng nhiều .
534,Hai lòng.
537,Sản phẩm đẹp
537,giao hàng nhanh
537,giá sale rẻ so với giá trị sử dụng
540,Hàng đẹp
546,Moi mua chua dung chu biet co loi gi khong nhung nhin thay dep
549,Minh muốn hỏi có mua lồng nồi đc ko tiki
556,Hàng tốt giá rẻ vì hôm ấy mình mua được giảm tới 50%
558,Sản phẩm ok
559,Dễ vệ sinh
559,nóng nhanh
559,nồi rất ok
565,Nồi xịn rất hài lòng
566,OK
567,Hài lòng.
567,Rất đẹp
571,Hàng đúng như quảng cáo
580,giao hàng nhanh
580,chưa xài nên chưa đánh giá được
589,Nồi đẹp nóng nhanh
598,Dùng thích mê đáng mua lắm ạ
601,Tốt
623,Ok nhé
624,tốt
625,rất ok
